LABEL	TITLE	SPEAKER	CONTENTS	
0	Outsider beats insider in GOP primary runoff in key Senate race	Businessman David Perdue  	"Georgia Republicans have spoken, ""They're concerned about the mess in Washington like you and I are, and I believe they're looking for an alternative,"".  ""This is a problem when you have an out of touch Congress, led by a career politician whose first priority is to get re-elected. This is a travesty,"""	
0	Outsider beats insider in GOP primary runoff in key Senate race	Rep. Jack Kingston 	"Once we combine our two camps, we will absolutely be unstoppable. We will win in November. We will keep Georgia in the Republican column, ""Let me talk to you about being out of touch. I've come home every single weekend. I've had open mic town meetings. I work with people who disagree with me. David, your whole lifestyle is based in a different way. Now you have done well for yourself. But you live in a gated community, inside a gated community and have a gate at your house. How are you going to work with John Q. Public when they come up to you and have questions? I think being part of a public servant is being public and being a servant. Knowing who you're working for and being accessible to them is extremely important,"""	
0	Hillary Clinton would consider backing bid to limit money in politics	Hillary Clinton 	"Too many young people are being priced out of going to college or staying in college, ""I think it is one of the biggest problems we have in the country. College education just costs too much. It is hard to relate the rise in cost to the actual product that has certainly changed somewhat, but not so dramatically as to justify those costs."" ""I think Julie has been a tremendous soccer player but I am not ready to answer her question,"""	
0	Graham on Iran: We're so far away from the 'end game'	"Sen. Lindsey Graham, R-South Carolina "	"The end game to stop enrichment. This allows 18,000 centrifuges to stay in place and it basically suspends construction of the plutonium reactor. We're so far away what the end game should look like. I'm very worried."	
0	Chelsea Clinton is leaving NBC	Chelsea Clinton 	"I am profoundly grateful to NBC viewers who responded to the stories I shared, providing funds to help expand the reach of those programs and who encouraged their schools' principals, their mayors and local activists to think about how to build similarly transformative programs in their own communities, ""It's been a privilege to be part of the NBC Family."""	
0	"Helping Landrieu, DSCC goes after Cassidy on Medicare"	DSCC spokesman Justin Barasky 	"Congressman Bill Cassidy puts millionaires before Medicare and if he has his way would turn Medicare into a voucher program, raise the eligibility age, and force seniors to pay more for health care,"	
0	Education Sec. Duncan under fire for comment about 'white suburban moms'	Education Secretary Arne Duncan  	"white suburban moms who - all of a sudden - (discovered that) their child isn't as bright as they thought they were, and their school isn't quite as good as they thought they were."	
0	Cornyn announces re-election bid	"Sen. John Cornyn, the Senate's second-ranking Republican "	"Texas is the model for the rest of the country, and we need to make the rest of the country more like Texas–not the other way around,"	
0	McCain: A lot of Republicans will look at Christie in 2016	Sen. John McCain  	"I think a lot of Republicans will look at someone like Chris Christie  ""I'm not endorsing, but don't we need a person who has proven that they can win in a Democrat state?"" ""We are going to have to win Democrat states if we want to elect … a Republican in 2016,"""	
0	Former Presidents Clinton and Bush to launch new initiative	Presidential Scholars Program event organizers 	"The program's purpose is to help participants foster the skills they'll need to address both the challenges and opportunities presented in the 21st century. The program will study varied approaches to leadership so participants are able to gain a better understanding of different leadership philosophies, styles, and practices. Participants will use the tools developed throughout their course of study and apply them to an issue or challenge of particular relevance to his/her professional and civic pursuits,"	
0	Bush 43 to sit down with Leno	Bush spokesman Freddy Ford 	"President Bush is going to be in the area next week so he was happy to accept Jay Leno's invitation to drop by the show one last time,  ""He is looking forward to congratulating Jay his 20 plus year run hosting the Tonight Show."""	
0	Kerry doubts Warren Commission report	John Kerry 	"To this day, I have serious doubts that Lee Harvey Oswald acted alone, ""I'm not going to do more than say that it's a point of view that I have,"""	
0	Questions raised about Mary Landrieu's residency	Sen. Mary Landrieu 	"I have lived at my home on Prieur Street most of my life and I live there now, when not fulfilling my duties in Washington or serving constituents across the state,"	
0	Coburn has recurrence of prostate cancer	spokesman John Hart 	"Dr. Coburn has had a recurrence of prostate cancer and will be undergoing further evaluation and treatment,"	
0	George W. Bush's stand-in? Hillary Clinton	Julie Pace of the Associated Press 	"You kind of get the impression that Hillary Clinton will talk to any audience that is willing to hear from her at this point. It doesn't matter if it's universities, insurance groups, doctors. She'll talk to anybody right now,"	
0	Biden is all smiles when it comes to 2016	Vice President Joe Biden 	"I actually will one way or another, because the outgoing president and vice president show up."	
0	"Emanuel: ""Heads are rolling"" over botched Obamacare rollout"	Chicago Mayor Rahm Emanuel 	"I have all the confidence and all the assurance that heads are rolling, and they're spinning right now to fix the problem, ""That's what the president wants everybody's energy on: fix the problem. We'll deal with culpability later, because the most important thing you've got to do is get the problem fixed,"""	
0	"Sen. Lindsey Graham: White House said take a hike, when asked for Benghazi access"	Sen. Lindsey Graham 	"an unacceptable way for the Obama administration to behave,  ""All I can do is have what leverage I have,""  ""I don't like doing this. It's not my nature."""	
0	Jindal still deciding on 2016	Louisiana Gov. Bobby Jindal 	"I don't know what I'm going to do in 2016,  ""As Republicans, we have a lot of races we have to win before then,"" ""We need to show voters conservative principles work. And to see them working, you don't need to look any further than our state capitals,"""	
0	Hillary Clinton breaks silence on Ferguson	Hillary Clinton 	"Watching the recent funeral for Michael Brown as a mother, as a human being, my heart just broke for his family because losing a child is every parent's greatest fear and an unimaginable loss, ""But I also grieve for that community and many like it across our country. Behind the dramatic terrible pictures on television are deep challenges that will be with them and with us long after the cameras move on."" ""This is what happens when the bonds of trust and respect that hold any community together fray,"" ""Nobody wants to see our streets look like a war zone, not in America. We are better than that."""	
0	Huntsman: WH was 'impervious' in Obamacare rollout	Former Utah Gov. Jon Huntsman 	"This is about technology. It's about the health care marketplace,  ""It's about a White House that, I think, was impervious to good, common-sense reasoning at the beginning when there were a lot of voices that said 'Give it time, make sure we roll it out piece-by-piece and identify the soft spots.' And we can address some of the vulnerabilities, and then we're going to be better off in the longer term."""	
0	Administration to kick off effort to encourage enrollment	An administration official 	"We are planning to deploy White House officials and Cabinet Secretaries to the 10 cities across the country with the highest rates of uninsured Americans to do enrollment events and other grassroots activities. These cities and metropolitan areas include Dallas; Houston; Miami; Atlanta; Phoenix/Tucson; North Jersey; Tampa; Orlando; Detroit and San Antonio,"	
0	McCain 'seriously thinking' about re-election bid	"Sen. John McCain, R-Arizona "	"I'm seriously thinking about maybe giving another opportunity for you to vote for or against me in a few years from now, ""I'm seriously giving that a lot of thought.""  ""thinking about whether to seek reelection in 2016."""	
0	"Rand Paul blasts Clinton, Obama policy on Syria"	Sen. Rand Paul 	"We aided those who've contributed to the rise of the Islamic State, ""We are lucky Mrs. Clinton didn't get her way and the Obama administration did not bring about regime change in Syria,"" ""That new regime might well be ISIS."" ""There are evil people and tyrannical regimes in this world, but...America cannot police or solve every problem across the globe,"" ""If I were in President Obama's shoes at this time, I would have called Congress back, I would have had a joint session of Congress, and I would have said ‘this is why ISIS is a threat to the United States, to the stability of the region, to our embassy, to our diplomats, and this is why I'm asking you today to authorize air attacks,'"""	
0	"You've reached Cory Booker. I'm not here to take your call, Mr. President"	President Obama 	"I think the coolest thing is that if there's somebody interesting who's doing anything – a scientist, a sports figure, a writer, anybody in the world – if I want to call them up and talk to them, they will answer my phone call,"	
0	"You've reached Cory Booker. I'm not here to take your call, Mr. President"	"Democratic mayor of Newark, New Jersey Cory Booker "	"Look, I have to say the President was my friend before he was my President. He left a message for me last night which was incredibly gracious after midnight. I'm sorry I missed his call,"	
0	"Veterans rally against shutdown, detail hardships if benefits are late"	"Garry Augustine, executive director of Disabled American Veterans "	"Our message to the President and Congress (is), defaulting on not paying veteran's benefits is not an option. We are here to tell them it's time for the country to fulfill our promises to the men and women who served."	
0	Rep. Charles Rangel compares tea party in House to 'confederates'	Rep. Charles Rangel 	"this is all about a handful of people who got elected as Republicans that want to bring down our government. You can see it in the streets. You can see where they're coming from, ""The same way they fought as Confederates, they want to bring down the government and reform it."" ""If you take a look at the states that they control, take a look at the Dixiecrats, see how they went over the Republican Party..."""	
0	Burke passes on public appearance with Obama - again	Burke communications director Joe Zepecki 	"Mary Burke has been scheduled to attend Laborfest in Milwaukee for weeks, ""the President's Monday visit to Milwaukee is for an official White House event and not a campaign event, her participation in the public portion of events would not be appropriate."""	
0	Burke passes on public appearance with Obama - again	Wisconsin's Democratic nominee for governor Mary Burke 	"I've known from the start that this is going to be a really tough race, ""The numbers are improving slightly among likely voters, and that was good to see. It confirms what I hear as travel around the state."""	
0	"Labor's Trumka: Hillary Clinton is 'very, very qualified to be president'"	president of the AFL-CIO Richard Trumka 	"there is no there, there. ""I think that Hillary did an excellent job as secretary of state. I think she is very, very qualified to be president,"" ""We watch every single day. And my thoughts are it is too early to say. There is no there, there yet."" ""Would I say she is the favorite now? Yes,"" ""But I think anytime anybody believes there is going to be a coronation, that is dangerous for the candidate."" ""One of our biggest concerns is who the candidates economic team is,"" he said. ""If you get the same economic team, you are going to get the same results and the same results aren't good enough for working people."" ""tax codes that favor sending jobs oversees"" and ""people who think Wall Street are the be-all and end-all."""	
0	"Durbin: Negotiations to re-open government, lift the debt ceiling are 'under way'"	"Democratic Senator Dick Durbin, of Illinois "	"There are conversations under way as to what we will discuss, you know, what we will negotiate over, what things will be on the table. But what we said is – open the government, pay our bills and let's have this honest conversation,"	
0	Ryan responds to criticism over op-ed	Rep. Paul Ryan 	"We're going to keep going after Obamacare, ""I'm totally committed to dismantling this law.""  ""It's doing so much damage to the country,"" ""It's just terrible."""	
0	"On debt ceiling, Coburn calls for 'managed catastrophe now'"	Sen. Tom Coburn 	"The debt ceiling has never not been raised, so there is no debt ceiling. And by having a debt ceiling and then raising it every time, it allows the politicians off the hook for making the hard choices,  ""We can't continue to get an increased limit on our credit card when we're not demonstrating any financial integrity in the way we run our government,"""	
0	Obama blames Boehner for ongoing government shutdown	President Barack Obama 	"We can vote to open the government today,  ""We know that there are enough members in the House of Representatives - Democrats and Republicans - who are prepared to vote to reopen the government today. The only thing that is keeping that from happening is Speaker Boehner has made a decision that he is going to hold out to see if he can get additional concessions from us."""	
0	McCain on rise of ISIS: 'We predicted this'	Sen. John McCain 	"We predicted this and watched it, ""It was like watching a train wreck and warning every step of the way that this was happening."""	
0	McConnell: 'Remember me? I am the guy that gets us out of shutdowns'	Senate GOP leader Mitch McConnell 	"Of course not. Remember me? I am the guy that gets us out of shutdowns, ""It's a failed policy,"""	
0	Biden cancels LGBT keynote speech because of government shutdown	Vice President Joe Biden  	"I think we'll see the day when it is no longer a debate about whether or not same-sex couples can be married and whether or not they deserve every single civil right every other married couple deserves,"	
0	Will 2014 be the year of the grandchild for Hillary Clinton?	Chelsea Clinton  	"So we decided we were going to make 2014 the Year of the Baby,  ""Call my mother and tell her that. She asks us about it every single day."" ""And I hope my mom can wait that long,"""	
0	IRS employee touted Obama to helpline callers	The Office of Special Counsel 	employee acknowledged that he had used his authority and influence as an IRS customer service representative for a political purpose and did so while at work.	
0	Carney to reporter: Let's go on 'Crossfire'	White House spokesman Jay Carney 	"Ed, please, we will do it – I promise you. We will get big contracts and do it on 'Crossfire.' You on the Right,  ""Hey, Ed, we can debate on 'Crossfire' one day when we're both out of our current jobs',"""	
0	Former President George H.W. Bush witnesses same-sex marriage	spokesman Jim McGrath 	"He [George H.W. Bush] signed the marriage license after an impromptu request from the couple, McGrath said."	
0	Gillibrand says fellow lawmaker called her 'porky'	A fellow senator 	"Good thing you're working out, because you wouldn't want to get porky! ""Don't lose too much weight now. I like my girls chubby!"""	
0	Fact Check: Poor people will be left out in some states	Former president Bill Clinton  	"Lower income people who desperately need health insurance will have the cruelest of all situations, and there's nothing the president can do about it."	
0	Romney stepping up for GOP in Virginia	"Richard T. Cullen, communications director for the Cuccinelli campaign "	"Ken is grateful to have Governor Romney's support,  ""He's looking forward to sharing ideas with the governor on how to grow Virginia's economy and implement his plan to create 58,000 jobs."""	
0	Bono imitates Bill Clinton	Irish rock star Bono 	"When I first met Bono, he walked into the Oval Office and I actually thought he was a member of his own road crew. He wasn't dressed right. Actually, I felt like the rock star on that occasion,"	
0	Who is Obama scared of?	President Barack Obama 	"I hope you've quit smoking.  ""no, no, no I haven't in six years. That's 'cause I'm scared of my wife."""	
0	Bush: Obama 'ought to play golf'	Former President George W. Bush 	"I think he ought to play golf, ""I know what it's like to be in the bubble. I know the pressures of the job, and to be able to get outside and play golf with some of your pals is important for the president. It does give you an outlet,""  ""It's good for the President to be out playing golf"""	
0	Dem Senator blasts 'creepy' ads	"the spokesman, David Pasch   "	"allowing her staff to opt-out of expensive and creepy Obamacare exchanges. ""It's a shame she doesn't feel her constituents deserve the same options when it comes to health care coverage,"""	
0	Dem Senator blasts 'creepy' ads	"Sen. Patty Murray, D-Washington  "	"immediately repudiate these tactics and those who stoop to use them. ""This ad represents right-wing scare tactics at the most deplorable and sexist level,"" ""This ad shows the utter disregard the right-wing continues to have for women, their privacy, and their ability to make decisions about their own bodies."""	
0	Gillibrand says fellow lawmaker called her 'porky'	Sen. Kristen Gillibrand 	"I believed his intentions were sweet, even if he was being an idiot, ""In my mind, she's definitely running."""	
0	White House: Prospect of government shutdown won't stop immigration action	White House spokesman Josh Earnest 	"It would be a real shame if Republicans were to engage in an effort to shut down the government over a common sense solution ""We would hope that Republicans wouldn't do the same thing again,"" ""They shut down the government over a commonsense, bipartisan effort to try to mitigate at least some of the worst problems that are caused by our broken immigration system."""	
0	Vetting military contractors: How did Navy Yard gunman get in?	a senior Naval officer 	"It appears as if investigators were aware of the incident, interviewed him and were satisfied that it did not preclude granting the clearance,"	
0	Op-ed for Op-ed: McCain to strike back in 'Pravda'	Sen. John McCain 	"We have to remember who Putin is. He's a KGB colonel apparatchik, who has never abandoned the Russian ambitions for an empire, and influence in the world,"	
0	McConnell to CNN: Obama would have ‘a lot of congressional support' for action against ISIS	Sen. Mitch McConnell 	"I think the President now, at this point - this will shock you when I say it - at this point, is doing the right thing, ""I think it would make sense for him to get our support. It's pretty clear ISIS is a serious threat. They have the potential to hit us here at home. He's the President of the United States and, if he's prepared to try to prevent that, I'm sure he will have a lot of congressional support,"" ""I know both wars were long,"" ""The longer they go on the more unpopular they get."" ""the security of the nation comes first."" ""I believe and others believe that ISIS could hit us here at home and that trumps all other considerations, and I'm anxious to hear what the President has in mind and I think he's likely to get support"""	
0	CNN Poll: Part of Syria strike opposition is the messenger's fault	CNN Polling Director Keating Holland 	"One concern is the messenger himself, ""The public's split right down the middle on whether Obama is a strong leader, whether he is honest and trustworthy, and whether he inspires confidence."""	
0	McConnell to CNN: Obama would have ‘a lot of congressional support' for action against ISIS	" Democratic opponent, Alison Lundergan Grimes "	"When there is extended military action congressional approval is appropriate,"	
0	Hillary Clinton supports Obama on Syria	an aide  	"Secretary Clinton supports the President's effort to enlist the Congress in pursuing a strong and targeted response to the Assad regime's horrific use of chemical weapons,"	
0	Rand Paul: Obama for stalemate in Syria	Sen. Rand Paul 	"He's not going to be for regime change. For me, this sounds like we're not going to win, he's for stalemate,   ""When I've had private conversations with the administration that's what I hear. They're not for victory for either side, they're for equalizing the battle and having stalemate."""	
0	Obama: No decision yet on Syria strike	President Barack Obama 	"We have looked at all the evidence, and we do not believe the opposition possessed nuclear weapons on - or chemical weapons of that sort. We do not believe that, given the delivery systems, using rockets, that the opposition could have carried out these attacks. We have concluded that the Syrian government in fact carried these out. And if that's so, then there need to be international consequences,"	
0	First-week sales of Paul Ryan's book slow	Publisher Jason Pinter 	"Considering two years ago Ryan was the VP nominee and a rising star, first week sales have to be considered fairly disappointing, ""Ben Carson's book is doing huge business, not just having sold 245,885 since publication in May, but it's still selling over 11,000 copies a week and has a good shot at the #1 spot on the New York Times bestseller list in its 14th week in release."""	
0	Rep. John Lewis: Civil rights movement gave us a purpose	Rep. John Lewis 	"During the height of the civil rights movement, we grew up, we had something to stand up for,  ""We had something to believe in.  I grew up - I literally grew up on lunch counter stools or going on the Freedom Ride or participating in a march,"" ""You had a sense of purpose.  You had goals: that we wanted to desegregate the lunch counters, the restaurants, to gain the right to vote."""	
0	"Howard Dean on 2016: 'At this point, I'm supporting Hillary Clinton'"	Former Governor of Vermont  	"At this point, I'm supporting Hillary Clinton, ""I'm not here to talk about the presidential race, I'm not here to talk about Congress,"""	
0	First-week sales of Paul Ryan's book slow	Spokesman for Twelve Publishing Paul Samuelson 	"Twelve is very happy with sales of The Way Forward, ""The Way Forward is a serious and important political statement and the conversation has just begun - we expect sales to continue well into the Fall election cycle. Twelve is honored and proud to be publishing Congressman Ryan who has been a wonderful partner to work with."""	
0	"McCaskill: If communities want federal law enforcement funds, cops should wear cameras"	Sen. Claire McCaskill 	"Everywhere I go people now have cameras, ""And police officers are now at a disadvantage, because someone can tape the last part of an encounter and not tape the first part of the encounter. And it gives the impression that the police officer has overreacted when they haven't."" ""I would like to see us say, 'If you want federal funding in your community, you've got to have body cams on your officers,'"" ""And I think that would go a long way towards solving some of these problems, and it would be a great legacy over this tragedy that's occurred in Ferguson, regardless of what the facts say at the end as to whether or not anyone is criminally culpable."""	
0	Obama jokes about 'crack' pies	President Barack Obama  	"We call Bill the 'Crustmaster', because his pies, I don't know what he does, whether he puts crack in them, ""no he doesn't. There is no crack in our pies.""   ""My cholesterol shot up,"" the President said. ""And the doctor was like, what happened?"" ""And I thought, it's the pie! It's the pie! So we had to establish like a really firm rule about no pie during the week,""  ""a man who's made life at the White House very sweet."""	
0	Ron Paul says TV venture contributes to the 'cause of liberty'	Ron Paul 	"In this day and age of spreading information, it's not getting on one of the major networks, it's not getting into the Washington Post or the Boston Globe anymore. It's alternate media, it's the Internet, it's handheld devices,"	
0	Date night for the first couple	the White House  	"The President and First Lady are going out to dinner to celebrate his birthday,"	
0	Leathers makes her pick for NYC mayor	"Sydney Leathers, the 23-year-old paralegal from Indiana "	"Obviously she doesn't have the impulse control problems that Anthony has, ""I love the fact that she is out and proud,"" ""I have so many gay friends and I feel like she would be a great ally for that community. She cares about middle-class people. She cares about students. I feel like she is more in line and up to the standard that should be set for the mayor."""	
0	Forgiven? Eliot Spitzer gets unusual endorsement	Rev. Rodderick Merritt of the Tried Stone Baptist Church 	"Eliot's been an independent voice that has not been afraid to take on the powerful to help our communities,  ""And that's what we need in the Comptroller's office."""	
0	New York Times editorial board passes on endorsing Cuomo	New York Times Editor 	"Mr. Cuomo became governor on that platform and recorded several impressive achievements, but he failed to perform Job 1, ""The state government remains as subservient to big money as ever, and Mr. Cuomo resisted and even shut down opportunities to fix it."" ""Because he broke his most important promise, we have decided not to make an endorsement for the Democratic primary on Sept. 9."" ""By definition the commission took advice and opinion from many, many people."""	
0	Weiner: Carlos Danger was 'a joke'	Anthony Weiner  	"It was a joke in my personal life between me and one person, ""I'm not going to comment on anything about the information that that person has chosen to release."""	
0	"State Rep. Mike Bost rants to protect rules, constitution and children"	"Illinois State Rep. Mike Bost, a Republican, "	"need more passion. ""There are only about two things that really bother me,""  ""When I'm working in the General Assembly and someone just violates the rules and therefore takes those rules away from my constituents and my ability to defend my constituents and work on certain pieces of legislations, that's a problem."""	
0	Republicans pick approach to attack Hillary Clinton	Republicans 	"Hillary Clinton has a Barack Obama problem, ""No matter how many of her advisors whisper to reporters that she's different from Barack Obama, Americans still know who she is: Barack Obama Part Deux."""	
0	Obama announces new efforts for vets in politically tinged North Carolina visit	President Barack Obama 	"Rooting out a cancer like ISIL won't be easy, and it won't be quick, ""Our message to anyone who harms our people is simple: America does not forget our reach is long.  We are patient.  Justice will be done,"" ""We're focused on this at the highest levels,"" ""We are going to get to the bottom of these problems.  We're going to fix what is wrong.  We're going to do right by you.  And we are going to do right by your families.  And that is a solemn pledge and commitment that I'm making to you here."""	
0	Sen. Susan Collins expresses support for same-sex marriage	"Sen. Susan Collins, a Republican from Maine, "	"A number of states, including my home state of Maine, have now legalized same-sex marriage, and I agree with that decision,"	
0	Katy Perry making the rounds for 2016?	Katy Perry 	"Brought my pink pony to the White House to holler @VP Joe Biden, ""P.s. He made me call my 93 year old grandma to thank her for my baby blue eyes! What a Q-T,"""	
0	Anthony Brown wins Maryland Democratic gubernatorial primary	"Vermont Gov. Peter Shumlin, chairman of the Democratic Governors Association "	"As a son of immigrants, a 30-year Army veteran who served his nation in Iraq, and Lieutenant Governor, Anthony's life experiences have prepared him to lead his state,"	
0	Obama asked Uruguay to send message on jailed American in Cuba	National Security Council spokesman Patrick Ventrell 	"Cuba's continued incarceration of Alan Gross represents a significant impediment to a more constructive bilateral relationship and securing his immediate release remains a top priority of the United States, ""President Obama asked that President Mujica use any opportunity he might have to convey this same message to President Castro,"""	
0	"Ahead of Michael Brown's funeral, calls to not let the moment pass"	Rep. William Lacy Clay 	"There needs to be a frank discussion about how we change the way the African American community is policed, ""These people were sworn to serve and protect. And apparently that is not happening here. And so we have to change that dynamic."""	
0	"Ahead of Michael Brown's funeral, calls to not let the moment pass"	Rev. Al Sharpton 	"My message is that we've got to turn this moment into a movement, ""We cannot be anti-police. We cannot be violent. But we cannot duck what history is called upon."" ""It would seem to me, if you are seeking the highest office, we ought to have some idea what you would do in the higher office during this time,"" ""They need to address racial profiling. They need to address the continued disproportionate amount of young blacks, particularly young black males, killed by police. They need to deal with the militarization of policing. They need to deal with this idea of low-level crimes being dealt with with aggressive policing."""	
0	"Ahead of Michael Brown's funeral, calls to not let the moment pass"	Sen. Rand Paul 	"Let's say none of this has to do with race. It might not, ""But the belief - if you're African-American and you live in Ferguson - the belief is you see the people in prison and they're mostly black and brown, that somehow it is racial even if the thoughts that were going on at that time had nothing to do with race."""	
0	Clinton ignores questions on Ferguson	Rev. Al Sharpton 	"Jeb Bush, Hillary Clinton, don't get laryngitis on this issue. ""Nobody can go to the White House unless they stop by our house and talk about policing."""	
0	Clinton ignores questions on Ferguson	One woman 	"You've gotta run, ""I want to vote for you."" ""You can't deny me of that, right,"""	
0	The secret weapon of Iowa Democrats: Obamadale	nursing student Kimberley Boggus 	"we turned out 87 percent of the Democratic voters in Beaverdale,"	
0	Perry: ‘I don't really understand the details' of indictment charges	Gov. Rick Perry 	"I've been indicted by that same body now for, I think, two counts: One of bribery, which I'm not a lawyer so I don't really understand the details here, ""I made the decision - if I'm going to be held responsible for making decisions about where Texas taxpayer money gets spent - I was not funding that agency,"" ""As long as that individual was there, I did not feel comfortable. I think the general public did not feel comfortable."" ""I refer to Travis County as the blueberry in the tomato soup if you know what I mean,"" ""I think this is an attack on the constitutional duties of a governor. I'm going to fight this with every fiber of my being,"" ""It's not lost on me how important this is for our country."""	
0	Christie: Fallon can talk you into doing things you wouldn't 'normally talk yourself into'	Chris Christie  	"And so when someone makes you feel comfortable they can talk you into doing some things you might not normally talk yourself into, ""I got a feeling that these dances now will be frequently requested no matter where I am - the next wedding, the next bar mitzvah,"""	
0	"Warren, through lawyer, disavows Ready for Warren"	attorney Marc Elias 	"The senator has not, and does not, explicitly or implicitly, authorize, endorse, or otherwise approve of the organization's formation or activities, ""To the contrary, Senator Warren has publicly announced that she is not running for president in 2016,"""	
0	Obama order would ban contractor bias based on sexual orientation	White House spokesman Josh Earnest 	The President is not just going to wait around for Congress to take action.	
0	"Warren, through lawyer, disavows Ready for Warren"	Warren's campaign manger Erica Sagrans 	"I don't think there's anything new in this letter, and we're continuing with our campaign to draft Elizabeth Warren to run for president in 2016 because we believe she's the best person for the job, ""We've all been clear since we launched our campaign that Senator Warren isn't associated with our group, and we aren't associated with the senator."""	
0	Democrat Jim Webb: One show not enough to fully criticize Clinton's record	Democrat Jim Webb 	"I think there's time to have that discussion later. ""It would probably take up the whole show,"" ""I think there were good points when Secretary Clinton was secretary of state, particularly what they call the pivot to Asia."" ""I think the actions in the Arab Spring were probably detrimental."" ""I think we ought to have more Democrats coming out here,"" ""We need to stimulate the debate about where the country is."" ""I care a lot about where the country is and we'll be sorting that out,"" ""It takes me a while to decide things, and I'm not going to say one way or the other, really."" ""No comment."""	
0	"Reid cracks Asian jokes, apologizes"	Harry Reid 	"I don't think you're smarter than anybody else, but you've convinced a lot of us you are, ""One problem that I've had today is keeping my Wongs straight."" ""My comments were in extremely poor taste and I apologize. Sometimes I say the wrong thing."" ""As I look out over this crowd, I really don't know what my opponent was talking about,"" ""Because you all look like Nevadans to me."""	
0	Physical exam shows Obama in 'excellent' health	"Dr. Ronny L. Jackson, director of the White House's medical unit, "	"All clinical data indicates that the President is currently healthy and that he will remain so for the duration of his Presidency,"	
0	"N.H. Poll: Scott Brown, Jeanne Shaheen statistically tied"	Shaheen's campaign manager Mike Vlacich  	"This race will come down to who makes a difference for people in New Hampshire and Jeanne Shaheen's record is clear, ""She puts New Hampshire first and always has, while Scott Brown is for Scott Brown and the special interests who line his pockets and fund his campaigns."""	
0	"N.H. Poll: Scott Brown, Jeanne Shaheen statistically tied"	spokesman Colin Reed 	"polls will go up and polls will go down, but Scott Brown is going to continue working hard, holding town hall meetings, taking his message directly to the people and earning every vote."	
0	Chris Christie accuses 'Bridgegate' panel of playing politics	Gov. Chris Christie 	"It's absolutely not true and it is a completely, a completely partisan act to be doing the leaking that they are doing, ""We have fully cooperated, absolutely fully cooperated with them, and I am really growing tired of him,"""	
0	Rick Perry: It's possible ISIS has crossed southern border	Gov. Rick Perry 	"I think it's a very real possibility that they may have already used that, ""We have no clear evidence of that,"" ""We need to have clear and compelling forces, both law and enforcement and otherwise, to send the message that the border is secure,"" ""When they talk about limited airstrikes, they place a great emphasis on the word 'limited,' yet clearly more airstrikes are necessary,"" ""Nothing less than a sustained air campaign to degrade and destroy ISIS forces is required."" ""all your options have to be open."""	
0	Rick Perry: It's possible ISIS has crossed southern border	Adm. John Kirby 	"I've seen no indication that they are coming across the border with Mexico, ""We have no information that leads us to believe that. That said, we do know they have aspirations to hit western targets, and it's something...we've got to take seriously and we have to try and be ready for it."""	
0	White House: No concessions to hostage takers	National Security Council spokeswoman Caitlin Hayden 	"Doing so would only put more Americans at risk of being taken captive, ""Algiers Memorandum on Good Practices on Preventing and Denying the Benefits of Kidnapping for Ransom by Terrorists."""	
0	"Under Christie's chairmanship, RGA shatters fundraising record"	an RGA official(Republican Governors Association) 	nearly $70 million cash on hand … nearly double the cash on hand figure the RGA had at this point in 2010.	
0	Rick Perry's lawyers call cancer research accusation a 'red herring'	Chris Walling 	"Any suggestion that Governor Rick Perry or anyone associated with him was being investigated is untrue,"	
0	Rick Perry's lawyers call cancer research accusation a 'red herring'	head of the liberal group 	"Progress Texas, Ed Espinoza ""Does Rick Perry's high-priced legal team really expect us to believe that the governor had no interest in protecting his signature project?"" ""This was a scandal-plagued agency that has already seen one of its officers receive a felony indictment for funneling millions to donors of Rick Perry and Greg Abbott."""	
0	Rick Perry's lawyers call cancer research accusation a 'red herring'	Rick Perry 	"These are fundamentally principles that are very important, namely a governor's power to veto legislation and funding and the right of free speech, ""At no time in CPRIT investigation was Governor Rick Perry or anyone from the governor's office a target,"""	
0	First on CNN: Pro-Democratic group goes up with big buy in key Senate contest	Tillis campaign 	"Harry Reid and liberal special interest groups clearly have their fingers firmly planted on the panic button. Since Kay Hagan can't run on her record of supporting Obama 95 percent of the time, her liberal allies are running yet another shamefully false attack ad that contains outright lies already debunked by national fact-checkers. Thom Tillis has a proven record of balancing budgets, giving teachers historic pay raises, and creating opportunities for North Carolina middle-class families,"	
0	'Joe Biden defense' no longer needed in Washington state gun case	attorney Jeffery Barton 	"I did what Joe Biden told me to do, ""I went outside and fired my shotgun in the air."" Biden did, in fact, tell people to fire a shotgun in the air if ""there's ever a problem."""	
0	'Joe Biden defense' no longer needed in Washington state gun case	Vice president Joe Biden 	"If you want to protect yourself, get a double-barreled shot gun. ""if there's ever a problem just walk out on the balcony here ... put that double-barreled shotgun and fire two blasts outside the house."""	
0	'Joe Biden defense' no longer needed in Washington state gun case	attorney Tony Golick 	"We were concerned based on the facts of the case that a jury will not convict, ""The area that he discharged the fire arm in is a no shooting zone,"""	
0	Game on in Alaska Senate battle	Attorney General Dan Sullivan 	"Harry Reid tried to stop us, but his millions of dollars of attack ads didn't work. Mark Begich, his loyal lieutenant, has spent the last ten months trying to avoid talking about his failed record. Now is the time to focus on the real issues that matter the most to Alaskans. I look forward to painting a clear contrast between Mark Begich's inability to move our state forward and my vision for a brighter and better Alaska,"	
